Edition,Name,Footnote,Type,Designation,d,W,A,tw,tw/2,bf,tf,T,k,k1,bf/2tf,h/tw,Fy''',X1,X2x10^6,Ix,Zx,Sx,rx,y,yp,Iy,Zy,Sy,ry,x,xp,rz,maxf,Grip,eo,Qs36,Qs50,Qs36c,Qs50c,Qs36s,Qs50s,Astem,tan(alpha),twstem,twstem/2,OD,ID,twall,J,t,Iy',Sy',ry',sched,Anet36,d1A36,IxA36,SxA36,rxA36,y1A36,ryA36,AnetASTM,d1ASTM,IxASTM,SxASTM,rxASTM,y1ASTM,ryASTM,d/t,ry0,ry1_4,ry3_8,ry1_2,ry5_8,ry3_4,d/Af,rT,Fy'',Cw,Fy',Cc50',Cc36',a,Wno,Sw,Qf,Qw,B,Ht / t,Ht,tnom,tdes,b / t,C,ro,H,ddet,bfdet,twdet,tfdet,kdes,kdet,B/t,Sz,Qs
Historic,,10,B,B24b,24,99.5,29.4,0.525,0,9.75,0.897,20.694,1.653,0,5.43,39.4,41,2372,5319,2841.3,266.7,236.8,9.83,0,0,124.9,41.4,25.6,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16666,0,0,0,80.3,56.3,123,47.8,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B24b,24,99.5,29.15,0.525,0,9.75,0.897,20.694,1.653,0,5.43,39.4,41,2388,5207,2811.7,266.7,234.3,9.82,0,0,124.8,41.4,25.6,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16653,0,0,0,80.2,56.3,123,47.8,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,10,B,B24b,23.91,95.5,28.05,0.505,0,9.73,0.852,20.694,1.608,0,5.71,41,38,2273,6330,2692.7,253.3,225.2,9.8,0,0,117.1,39,24.1,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15565,0,0,0,83.2,56.1,116,45.3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B24b,23.91,95.5,27.79,0.505,0,9.73,0.852,20.694,1.608,0,5.71,41,38,2287,6196,2663.1,253.3,222.8,9.79,0,0,117.1,39,24.1,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15565,0,0,0,83.2,56.1,116,45.3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,23,B,B25,12,25,7.35,0.27,0,5,0.42,10.284,0.858,0,5.95,38.1,44,2347,5731,175.5,32.7,29.2,4.89,0,0,7.3,4.9,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,39.9,14.5,7.6,5.75,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B26,26.31,101,29.69,0.515,0,9.565,0.88,23.127,1.591,0,5.43,44.9,32,2124,8658,3385.7,291.5,257.4,10.68,0,0,115.7,39.3,24.2,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18705,0,0,0,87.8,60.8,128,50.6,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B26,26.12,98,28.69,0.5,0,9.53,0.854,22.991,1.564,0,5.58,46,30,2076,9457,3231.2,279.9,247.4,10.61,0,0,110.6,37.7,23.2,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17652,0,0,0,89.2,60.2,122,48.7,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,7,B,B26,26.12,98,28.47,0.5,0,9.53,0.854,22.991,1.564,0,5.58,46,30,2088,9282,3200.9,279.9,245.1,10.6,0,0,110.6,37.7,23.2,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17652,0,0,0,89.2,60.2,122,48.7,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B26,26.12,91,26.83,0.475,0,9.525,0.785,23.127,1.496,0,6.07,48.7,27,1934,12693,3014.1,260.9,230.8,10.6,0,0,100.4,34.4,21.1,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16111,0,0,0,94.9,60.3,113,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B26,26,91,26.76,0.47,0,9.5,0.794,22.991,1.504,0,5.99,48.9,27,1949,12189,2993.1,259.9,230.2,10.58,0,0,100.9,34.6,21.2,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16027,0,0,0,94,59.9,113,45.2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,7,B,B26,26,91,26.55,0.47,0,9.5,0.794,22.991,1.504,0,5.99,48.9,27,1961,11947,2962.8,259.9,227.9,10.56,0,0,100.9,34.6,21.2,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16027,0,0,0,94,59.9,113,45.2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,8,B,B26,26,91,26.49,0.46,0,9.5,0.804,22.941,1.529,0,5.91,49.9,26,1972,11510,2977.2,260.6,229,10.6,0,0,101.2,34.8,21.3,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16062,0,0,0,93.1,59.8,114,45.8,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,3,B,B26,26,90,26.63,0.44,0,9.15,0.872,22.684,1.658,0,5.25,51.6,24,2104,8535,3043.1,265,234.1,10.71,0,0,93.4,34.2,20.4,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14744,0,0,0,81.9,57.5,115,47.7,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B26,26,90,26.49,0.46,0,9.5,0.804,22.941,1.529,0,5.91,49.9,26,1972,11510,2977.2,260.6,229,10.6,0,0,101.2,34.8,21.3,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16062,0,0,0,93.1,59.8,114,45.8,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B26,25.88,85.5,25.11,0.45,0,9.48,0.734,22.991,1.444,0,6.46,51.1,25,1836,15643,2772.5,241.8,214.3,10.51,0,0,91.7,31.6,19.3,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14497,0,0,0,98.8,59.6,104,41.6,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,7,B,B26,25.88,85.5,24.89,0.45,0,9.48,0.734,22.991,1.444,0,6.46,51.1,25,1849,15295,2742.2,241.8,211.9,10.5,0,0,91.6,31.6,19.3,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14481,0,0,0,98.7,59.6,104,41.6,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B26,26,85,25.04,0.45,0,9.5,0.725,23.127,1.436,0,6.55,51.4,24,1816,16464,2783.4,241.8,214.1,10.54,0,0,91,31.4,19.2,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14533,0,0,0,100,60,103,41.5,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,6,B,B26,25.78,81,23.9,0.44,0,9.47,0.684,22.991,1.394,0,6.93,52.3,24,1754,19117,2600.1,227.9,201.7,10.43,0,0,84.3,29.3,17.8,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13274,0,0,0,103,59.4,96.1,38.7,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,21,B,B26,10,22,6.42,0.25,0,5,0.4,8.357,0.821,0,6.25,33.4,58,2635,3302,110.3,24.5,22.1,4.15,0,0,6.9,4.6,2.8,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,35.3,12,6,4.56,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B28,28.59,133,39.09,0.63,0,10.16,1.093,24.88,1.855,0,4.65,39.5,41,2422,5190,5204,414.9,364,11.54,0,0,175.3,56,34.5,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33137,0,0,0,83.2,69.8,194,71.6,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B28,28.38,119,35.11,0.565,0,10.095,0.988,24.88,1.75,0,5.11,44,33,2197,7576,4647.4,371.4,327.5,11.5,0,0,153.7,49.4,30.5,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28832,0,0,0,90.1,69.1,172,64.4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,9,B,B28,28.12,113,32.98,0.54,0,10.03,0.938,24.722,1.699,0,5.35,45.8,31,2123,8721,4285.5,348.5,304.8,11.4,0,0,142.3,46.1,28.4,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26286,0,0,0,92.7,68.2,160,60.5,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B28,28.25,112,32.95,0.535,0,10.065,0.967,24.702,1.774,0,5.2,46.2,30,2198,7547,4328.5,358,306.4,11.46,0,0,141.2,47.2,28.1,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26276,0,0,0,89,68.7,167,62.9,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,9,B,B28,28,106,30.93,0.51,0,10,0.878,24.722,1.639,0,5.7,48.5,27,2004,10987,3993.8,325.7,285.3,11.36,0,0,130.9,42.6,26.2,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24073,0,0,0,97.2,67.8,149,56.5,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,11,B,B28,28,106,30.88,0.5,0,10,0.889,24.668,1.666,0,5.63,49.3,26,2016,10570,4014.1,326.7,286.7,11.4,0,0,131.5,42.9,26.3,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24164,0,0,0,96.3,67.8,151,57.2,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B28,28,105,31.04,0.48,0,9.6,0.965,24.405,1.797,0,4.97,50.8,25,1606,14105,4089.1,331.8,392.1,11.43,0,0,122.6,42,25.5,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22402,0,0,0,85.3,64.9,150,59.5,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,3,B,B28,28,105,30.88,0.5,0,10,0.889,24.668,1.666,0,5.63,49.3,26,2016,10570,4014.1,326.7,286.7,11.4,0,0,131.5,42.9,26.3,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24164,0,0,0,96.3,67.8,151,57.2,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B28,28.12,104,30.66,0.5,0,10.03,0.858,24.88,1.62,0,5.85,49.8,26,1941,12441,4003.3,321.5,284.7,11.43,0,0,128.7,41.8,25.7,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23914,0,0,0,99.8,68.4,147,55.7,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,9,B,B28,27.88,100,29.18,0.49,0,9.98,0.818,24.722,1.579,0,6.1,50.5,25,1899,13756,3723.4,305,267.1,11.3,0,0,120.2,39.3,24.1,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22008,0,0,0,102,67.5,138,52.5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B28,28,97,28.61,0.47,0,10,0.798,24.88,1.56,0,6.27,52.9,23,1823,15998,3711.5,298.7,265.1,11.39,0,0,117.4,38.3,23.5,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21718,0,0,0,105,68,136,51.7,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,8,B,B28,27.75,92,27.02,0.45,0,9.94,0.75,24.722,1.514,0,6.63,54.9,21,1743,19203,3443,278.7,248.1,11.29,0,0,108,35.4,21.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19683,0,0,0,109,67.1,125,48,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B28,27.88,91,26.86,0.45,0,9.98,0.738,24.88,1.5,0,6.77,55.3,21,1719,20461,3441.1,278.1,246.9,11.32,0,0,106.7,35.1,21.4,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19652,0,0,0,110,67.7,125,47.7,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,10,B,B28,27.69,85,24.96,0.45,0,9.98,0.641,24.88,1.405,0,7.79,55.3,21,1603,28650,3075.2,251.2,222.1,11.1,0,0,91,30.2,18.2,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16646,0,0,0,117,67.5,108,41.3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B30,30.65,163,48,0.73,0,10.68,1.273,26.478,2.086,0,4.2,36.3,49,2638,3739,7270.7,543.3,474.4,12.31,0,0,239.8,72.9,44.9,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51739,0,0,0,81.1,78.4,266,93,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B30,30.44,149,43.93,0.67,0,10.62,1.168,26.478,1.981,0,4.55,39.5,41,2432,5135,6606.6,495.1,434.1,12.26,0,0,214.5,65.6,40.4,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45950,0,0,0,86.7,77.7,241,85,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,1,B,B30,30.25,137,40.4,0.62,0,10.57,1.073,26.478,1.886,0,4.93,42.7,35,2252,6966,6026.7,453.1,398.5,12.21,0,0,192.6,59.2,36.4,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40991,0,0,0,92.4,77.1,219,77.8,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B30,30.31,131,38.47,0.6,0,10.545,1.005,26.674,1.818,0,5.25,44.5,33,2131,8801,5738.5,430.6,378.7,12.21,0,0,177.9,55,33.7,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38194,0,0,0,96.8,77.3,205,73.2,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,3,B,B30,30.12,129,37.82,0.58,0,10.53,1.008,26.478,1.821,0,5.23,45.7,31,2122,8789,5622.7,423.2,373.4,12.19,0,0,177.6,54.8,33.7,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37631,0,0,0,97,76.6,203,73,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,10,B,B30,30.13,129,37.52,0.58,0,10.53,1.008,26.483,1.821,0,5.23,45.7,31,2135,8614,5566.5,423.3,369.6,12.18,0,0,177.5,54.8,33.7,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37622,0,0,0,97,76.7,203,73,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B30,30.12,122,35.87,0.58,0,10.525,0.91,26.674,1.723,0,5.78,46,30,1994,11769,5235.7,395.8,347.7,12.08,0,0,158.4,49.4,30.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33788,0,0,0,102,76.9,184,66.1,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,3,B,B30,30,121,35.65,0.55,0,10.5,0.948,26.478,1.761,0,5.54,48.1,28,2010,10901,5269.7,397.5,351.3,12.16,0,0,164.3,50.9,31.3,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34669,0,0,0,101,76.3,190,68.5,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,10,B,B30,30,121,35.36,0.55,0,10.5,0.948,26.478,1.761,0,5.54,48.1,28,2023,10673,5213.6,397.5,347.6,12.14,0,0,164.3,50.9,31.3,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34669,0,0,0,101,76.3,190,68.5,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,11,B,B30,30,121,35.3,0.54,0,10.5,0.959,26.422,1.789,0,5.47,48.9,27,2035,10282,5239.6,398.7,349.3,12.18,0,0,165,51.2,31.4,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34789,0,0,0,100,76.2,192,69.3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,7,B,B30,30,120,35.3,0.54,0,10.5,0.959,26.422,1.789,0,5.47,48.9,27,2035,10282,5239.6,398.7,349.3,12.18,0,0,165,51.2,31.4,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34789,0,0,0,100,76.2,192,69.3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,5,B,B30,30,120,35.25,0.52,0,10,1.037,26.172,1.914,0,4.82,50.3,25,2173,7754,5270.9,401.3,351.4,12.23,0,0,149.7,49.3,29.9,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31395,0,0,0,88.8,72.4,188,71.1,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B30,30,115,33.85,0.555,0,10.5,0.85,26.674,1.663,0,6.18,48.1,28,1891,14640,4894.1,371.1,326.3,12.02,0,0,145.6,45.6,27.7,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30930,0,0,0,107,76.5,171,61.6,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,3,B,B30,29.88,115,33.8,0.53,0,10.48,0.888,26.478,1.701,0,5.9,50,26,1912,13438,4942.9,374.2,330.8,12.09,0,0,151.8,47.3,29,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31899,0,0,0,106,76,177,64,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,10,B,B30,29.88,115,33.5,0.53,0,10.48,0.888,26.478,1.701,0,5.9,50,26,1925,13139,4886.8,374.2,327.1,12.08,0,0,151.8,47.3,29,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31899,0,0,0,106,76,177,64,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,12,B,B30,29.78,110,32.45,0.52,0,10.47,0.838,26.478,1.651,0,6.25,50.9,25,1840,15908,4687.7,356.3,314.8,12.02,0,0,141.8,44.4,27.1,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29695,0,0,0,109,75.8,166,60.3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,2,B,B30,29.88,108,31.85,0.53,0,10.475,0.79,26.674,1.603,0,6.63,50.3,25,1790,18422,4556.2,346.7,305,11.96,0,0,132.9,41.9,25.4,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28116,0,0,0,112,76.2,158,57.1,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,4,B,B31,27,83,24.41,0.424,0,7.5,0.891,23.418,1.791,0,4.21,55.2,21,2090,9525,2888.6,241.6,214,10.88,0,0,53.1,23.7,14.1,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9050,0,0,0,67.7,49,81.7,41.1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Historic,,16,B,B32,24,69.5,20.44,0.39,0,7,0.816,20.69,1.655,0,4.29,53.1,23,2156,8240,1928,181,160.7,9.71,0,0,39.3,18.8,11.2,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5281,0,0,0,61.1,40.6,57.9,31.2,90.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
