Aáhi taria
Maculated goby
Maculicauda
Mad barb
Madagascan dottyback
Madagascar anemonefish
Madagascar butterflyfish
Madagascar flathead
Madagascar guitarfish
Madagascar meagre
Madagascar mottled eel
Madagascar pygmy skate
Madagascar round herring
Madagascar sea catfish
Madagascar skate
Madagascar wrasse
Madai
Madamango sea catfish
Madame X
Madang sole
Madeira
Madeira butterfly ray
Madeira catshark
Madeira lantern fish
Madeira ray
Madeira rock-fish
Madeira rockfish
Madeira skate
Madeiran grenadier
Madeiran ray
Madeiran sardinella
Madeiran sardinelle
Madeiran slickhead
Madeiran smooth-head
Madmango sea catfish
Mado
Mado sweep
Madura anchovy
Madura goby
Madura pipefish
Madzorfloe
Maekhlong zipper loach
Maeklong chameleon catfish
Maeklong sheatfish
Magadi tilapia
Magdalena blenny
Magdalena river stingray
Magdalena rivulus
Magela hardyhead
Magellan common ray
Magellan plunderfish
Magellan skate
Magellanic rockcod
Magellanic spiny plunderfish
Magenta dottyback
Magenta slender basslet
Magenta splitfin
Magenta-streaked wrasse
Maghreb barbel
Magnificent dottyback
Magnificent foxface
Magnificent rabbitfish
Magnificent snake eel
Magnificent splendid perch
Magnus' prawn-goby
Magpie cucumberfish
Magpie fiddler
Magpie fiddler ray
Magpie morwong
Magpie perch
Magpie ray
Magpie sweetlips
Magur
Mahagony snapper
Mahalona bluefin goby
Mahanadi razorbelly minnow
Mahanadi rita
Mahecola
Mahi mahi
Mahi-mahi
Mahia rattail
Mahia whiptail
Mahimahi
Mahogany goby
Mahogany snapper
Mahseer
Mahsena emperor
Mahsier
Mai-ndombe dwarf sprat
Maid
Maiden goby
Maiden ray
Maiden spinefoot
Mailed butterflyfish
Mailed catfish
Mailed coralfish
Mailed gurnard
Mailfish
Maimed snake eel
Mainland's goby
Majan croaker
Majestic angelfish
Majestic shrimpgoby
Major carp
Majorras
Makassar fish
Makiawa
Makira Rainbowfish
Mako
Mako shark
Malabar anchovy
Malabar baril
Malabar batasio
Malabar black-backed barb
Malabar blood snapper
Malabar catopra
Malabar cavalla
Malabar clariid
Malabar cod
Malabar crevalle
Malabar danio
Malabar glassy perchlet
Malabar grouper
Malabar halfbeak
Malabar hatchet chela
Malabar jack
Malabar killie
Malabar kingfish
Malabar leaffish
Malabar loach
Malabar mahseer
Malabar mystus
Malabar osteobrama
Malabar patashi
Malabar pufferfish
Malabar red snapper
Malabar red-snapper
Malabar reef cod
Malabar ricefish
Malabar rock cod
Malabar rock-cod
Malabar rockcod
Malabar sardine
Malabar seaperch
Malabar silurus
Malabar snakehead
Malabar snapper
Malabar sole
Malabar spinyeel
Malabar sprat
Malabar swamp eel
Malabar swampeel
Malabar thryssa
Malabar tongue sole
Malabar tonguesole
Malabar trevally
Malabar-sole
Malacho
Malaga chub
Malagarasi sardine
Malamída
Malata kingfish
Malawi blue cichlid
Malawi butterfly
Malawi catfish
Malawi eyebiter
Malawi gar
Malawi golden cichlid
Malawi peacock
Malawi spinyeel
Malawi spotted catfish
Malawi squeaker
Malawi thick lip
Malay combtail
Malay flathead
Malay glass catfish
Malay sprat
Malayan
Malayan betta
Malayan bonytongue
Malayan chromis
Malayan deepsea boarfish
Malayan eel blenny
Malayan flounder
Malayan flying barb
Malayan hairtail
Malayan lanternfish
Malayan leaffish
Malayan silver-biddy
Malbar anchovy
Maldive anemonefish
Maldives anemonefish
Maldives clown
Maldives damselfish
Maldives Slopefish
Malenesian blue devil
Malheur sculpin
Mallethead shark
Malloch's charr
Malpelo barnacle blenny
Malpelo wrasse
Maltese brown ray
Maltese ray
Maltese skate
Maluti minnow
Mamfe killi
Man eater
Man-eater
Man-eater shark
Man-o-war fish
Man-of-war fish
Manacled sculpin
Manado flathead
Manado pipefish
Managuense
Manalak
Manamo anchovy
Manantial roundnose minnow
Manchurian gudgeon
Manchurian spiny loach
Manchurian sturgeon
Manchurian trout
Mancilik dwarf loach
Mancuernas silverside
Mandarin dogfish
Mandarin fish
Mandarin shark
Mandarin-fish
Mandarinfish
Mandi
Mando river pipefish
Mandras shemaya
Manduba
Maneater
Maneater shark
Maned blenny
Maned cockscomb
Maned goby
Manefish
Manetail snake eel
Mangar
Mango angelfish
Mango fish
Mango pleco
Mango tilapia
Mango-taniwha
Mango-tara
Mango-ururoa
Mangrove
Mangrove blenny
Mangrove cardinalfish
Mangrove crocodilefish
Mangrove dragonet
Mangrove fish
Mangrove flathead goby
Mangrove gambusia
Mangrove goby
Mangrove grouper
Mangrove jack
Mangrove minnow
Mangrove molly
Mangrove mullet
Mangrove oysterblenny
Mangrove pargue
Mangrove pipefish
Mangrove ray
Mangrove red snapper
Mangrove rivulus
Mangrove snapper
Mangrove stingray
Mangrove stonefish
Mangrove waspfish
Mangrove whip ray
Mangrove whipray
Mangrove wrasse
Manipur baril
Manipur danio
Manipur osteobrama
Manitou darter
Mannar croaker
Mano'o-fala
Manora
Manta
Manta ray
Mantaray
Mantasucker
Manus fangblenny
Many banded angelfish
Many banded moray eel
Many barred distichodus
Many spined climbing perch
Many spotted blenny
Many-band sole
Many-banded angelfish
Many-banded cardinal-fish
Many-banded moray-eel
Many-banded pipefish
Many-banded scat
Many-banded sole
Many-bands pipefish
Many-eyed snake eel
Many-eyed snake-eel
Many-fingered grenadier anchovy
Many-host goby
Many-lined basslet
Many-lined cardinalfish
Many-lined leatherjacket
Many-lined pufferfish
Many-lined sweetlips
Many-ray cusk
Many-rayed jewfish
Many-rayed threadfin
Many-rayed threefin
Many-spined angelfish
Many-spined butterflyfish
Many-spined climbing perch
Many-spined cow fish
Many-spotted blenny
Many-spotted butterfly-cod
Many-spotted grubfish
Many-spotted lefteye flounder
Many-spotted moray
Many-spotted pipefish
Many-spotted sweetlips
Many-striped cardinal
Many-striped cardinalfish
Many-striped puffer
Many-striped pufferfish
Many-toothed blenny
Many-toothed snake moray
Manyame labeo
Manyas shemaya
Manyas spirlin
Manyband cardinalfish
Manyband goby
Manyband moray
Manybanded sweetlips
Manybar goatfish
Manyeyed worm eel
Manylight viperfish
Manyline perch
Manyline sweetlips
Manylined grunter
Manyray flatfish
Manyray smoothhead
Manyscale Sole
Manyscaled blenny
Manyscaled flounder
Manyspined climbing perch
Manyspined ctenopoma
Manyspot blenny
Manyspot flyingfish
Manyspotted flyingfish
Manyspotted leatherjacket
Manyspotted sandperch
Manystriped blowfish
Manytooth conger
Manytooth conger eel
Manytooth garden eel
Manytooth parrotfish
Manytoothed moray
Manytoothed snake moray
Manyvertebrae moray
Maomao
Maori
Maori bream
Maori chief
Maori cod
Maori coral goby
Maori coralgoby
Maori groper
Maori grouper
Maori parrotfish
Maori rockcod
Maori sea bream
Maori seaperch
Maori snapper
Maori trout
Maori wrasse
Map blaasop
Map puffer
Maple sweetlips
Mapurite
Maputo conger
Maracaibo leatherjack
Maracaibo leatherjacket
Maracaibo river stingray
Maraena whitefish
Marasri's thryssa
Marathon minnow
Maravatío shiner
Maray
Marble catshark
Marble cichlid
Marble cod
Marble Eye
Marble goby
Marble grouper
Marble sleeper
Marble wrasse
Marble-mouthed frogfish
Marble-toothed snake-eel
Marblecheek sleeper
Marbled angler
Marbled bichir
Marbled blenny
Marbled bullhead
Marbled cardinalfish
Marbled cat shark
Marbled catshark
Marbled climbing perch
Marbled cod
Marbled coral-cod
Marbled coralgrouper
Marbled cusk-eel
Marbled Darter
Marbled dragonet
Marbled eel
Marbled eel-cod
Marbled eelpout
Marbled electric eel
Marbled electric ray
Marbled flathead
Marbled flounder
Marbled fortescue
Marbled freshwater stingray
Marbled freshwater whip ray
Marbled galaxias
Marbled goby
Marbled grouper
Marbled hatchetfish
Marbled hawkfish
Marbled headstander
Marbled kelpfish
Marbled killifish
Marbled leopardgrouper
Marbled lungfish
Marbled lyretail
Marbled moray
Marbled moray cod
Marbled mountain catfish
Marbled notothen
Marbled notothenia
Marbled parketnik
Marbled parrotfish
Marbled pearlfish
Marbled plunderfish
Marbled puffer
Marbled reef eel
Marbled reef-eel
Marbled river cod
Marbled rock cod
Marbled rockcod
Marbled rockfish
Marbled sculpin
Marbled sea bass
Marbled seabat
Marbled sleeper
Marbled snailfish
Marbled snake eel
Marbled snake moray
Marbled snake-eel
Marbled snakemoray
Marbled sole
Marbled spinefoot
Marbled spinfoot
Marbled spiny eel
Marbled spiny-eel
Marbled stargazer
Marbled sting ray
Marbled stingfish
Marbled stingray
Marbled swamp eel
Marbled swordtail
Marbled toads
Marbled torpedo
Marbled trout
Marbled Victoria squeaker
Marbled whipray
Marbled-bellied flathead
Marbled-spine foot
Marblefish
Marcia's anthias
Mardi Gras wrasse
Mareike’s tube-snouted ghost knifefish
Marg’s pygmy goby
Margaret fish
Margaret grunt
Margaret's dragonet
Margaretha's goatfish
Margarita blenny
Margarite's spinecheek
Margate
Margate fish
Margate hake
Margay pencil catfish
Marginate damselfish
Marginate dascyllus
Marginate snailfish
Margined anthias
Margined coralfish
Margined dottyback
Margined flyingfish
Margined madtom
Margined sculpin
Margined snake eel
Margined sole
Margined tonguefish
Margintail conger
Marguesan sardine
Maria
Maria's tandan
Marian
Mariana's hardyhead
Marianas rockskipper
Marico barb
Marigane noire
Mariggle
Marilyn's pencilfish
Marine betta
Marine catfish
Marine catfsish
Marine goby
Marine gudgeon
Marine hardyhead
Marine Hatchetfish
Marine lamprey
Marine piranha
Marine rainbowfish
Marine sailfin silverside
Marini's anchovy
Marini's grenadier
Marion's spiderfish
Mariposa
Marjorie's freshwater hardyhead
Marjorie's hardyhead
Marjorie's Wrasse
Marked goby
Market sardine
Marley's Butterflyfish
Marley's dragonet
Marley’s darter dragonet
Marlin
Marlin sucker
Marlin-spike
Marlin-spike grenadier
Marlinsucker
Marmalade Razorfish
Marmara barbel
Marmara goby
Marmara sprat
Marmorated medaka
Marmorated ricefish
Marmorated swamp Eel
Maroni eartheater
Maroon clownfish
Maroon sea-perch
Marquesan butterflyfish
Marquesan grouper
Marquesan mullet
Marquesan parrotfish
Marquesan rockskipper
Marquesan rockstripper
Marquesan sardinella
Marquesas butterflyfish
Marquesas ruddertail dragonet
Marr's fusilier
Marrero’s tube-snouted ghost knifefish
Marsh killifish
Marshall dottyback
Marshall Is. dottyback
Marshall Islands moray
Marshall slopebrotula
Marshfish
Marten's moonflounder
Martenstyn's barb
Martina’s dragonet
Maru frigate mackerel
Marvelous dwarf snailfish
Mary perchlet
Mary river cod
Mary sole
Mary's pygmygoby
Maryanne
Maryland darter
Masamacush
Mascalonge
Mascarene Annie
Mascarene goatfish
Mascarene horn dragonet
Mascarene Red Seabream
Mascota jumprock
Mask shrimpgoby
Masked angel
Masked angel fish
Masked angelfish
Masked bannerfish
Masked butter flyfish
Masked butterflyfish
Masked cardinal
Masked cardinalfish
Masked coachman
Masked corydoras
Masked demoiselle
Masked emperor
Masked file fish
Masked garden eel
Masked goby
Masked greenling
Masked grouper
Masked Hamlet
Masked julie
Masked moray
Masked pigfish
Masked prickleback
Masked puffer
Masked rabbitfish
Masked shrimpgoby
Masked spine-cheek
Masked spinefoot
Masked stargazer
Masked stingaree
Masked threefin
Masked triggerfish
Masked unicornfish
Masked wrasse
Maskinonge
Masquerader hairy blenny
Masted shrimp goby
Master's catfish
Masthead Island pipefish
Masu salmon
Masuda’s dragonet
Masui's shrimp-goby
Mata surgeonfish
Mata-Hari
Matador triplefin
Matalote Cahita
Matalote Conchos
Matalote del Bavispe
Matalote Opata
Matano medaka
Matano ricefish
Matanzas rivulus
Matcheek warbonnet
Matje cured herring
Mato Grosso scale-eating characin
Matsubara's blenny
Matsubara's snakeblenny
Matted leatherjacket
Matthes' barb
Matthes' Lampeye
Mattie
Maude's shrimpgoby
Maugé’s dragonet
Maugeaen skate
Maui's bully
Maul's searsid
Maul's tubeshoulder
Maul's waryfish
Mauritanian shortface eel
Mauritanian shortfaced eel
Mauritian anémone fish
Mauritian anemonefish
Mauritian damsel
Mauritian gregory
Mauritian sardinella
Mauritius dragonet
Mauritius gurnard
Mauritius hogfish
Mauritius scorpionfish
Mauve goby
Mauve rainbow-fish
Mauve ruffe
Mauvelip threadfin bream
Mavelikkara Mystus
Mawson's dragonfish
Maxweber's pipefish
Maya gambusia
Maya hamlet
Maya needlefish
Maya pupfish
Maya rivulus
Maya sea catfish
Maya skate
Maya tetra
Mayan catfish
Mayan cichlid
Mayan sea catfish
Mayan tetra
Mayfish
Mayland's rainbowfish
Maypole butterflyfish
Mazatlan butterfly ray
Mazatlan sole
Maze rabbitfish
Maze toby
Mbam killi
Mbozi suckermouth
McAdam's scorpionfish
McAllister's eelpout
McCain's skate
McConnel's haplo
Mccosker's coralbrotula
McCosker's flasher
Mccosker's flasher-wrasse
McCosker's flasherwrasse
McCosker's moray
McCosker’s grenadier
McCosker’s worm eel
McCulloch's anemonefish
McCulloch's bandfish
McCulloch's dory
McCulloch's hardyhead
McCulloch's herring
Mcculloch's parma
McCulloch's rainbowfish
McCulloch's scalyfin
McCulloch's sea perch
McCulloch's sun-fish
Mcculloch's yellowtail
McDonald ranges rainbow fish
Mcgrouther's coralbrotula
McGrouther’s flathead
McMillan's cat shark
McMillan's whiptail
Mead's lanternfish
Mead's lizardfish
Meads wearyfish
Meagre
Meander dwarfgoby
Meander goby
Measles flounder
Meat wirrah
Medaka
Medeira shark
Media Luna cichlid
Media Luna pupfish
Mediterranean banded killifish
Mediterranean barbel
Mediterranean barracuda
Mediterranean bigeye rockling
Mediterranean cardinalfish
Mediterranean chromis
Mediterranean codling
Mediterranean cure
Mediterranean dealfish
Mediterranean divinglamp
Mediterranean flagfin
Mediterranean flounder
Mediterranean flyingfish
Mediterranean grenadier
Mediterranean horse mackerel
Mediterranean ling
Mediterranean longnose
Mediterranean moray
Mediterranean painted goby
Mediterranean rainbow wrasse
Mediterranean rainbowfish
Mediterranean rockling
Mediterranean sand eel
Mediterranean sand smelt
Mediterranean saw-belly
Mediterranean sawbelly
Mediterranean scad
Mediterranean scaldfish
Mediterranean shad
Mediterranean shortbill spearfish
Mediterranean slime-head fish
Mediterranean slimehead
Mediterranean spearfish
Mediterranean spiderfish
Mediterranean starry ray
Mediterranean three-barbeled rockling
Mediterranean trout
Medium carp
Medium-snouted pipefish
Medusa blenny
Medusafish
Meetan mystus
Megamouth jawfish
Megamouth shark
Meggitt's goby
Megrim
Mekong blind sole
Mekong clawn loach
Mekong delta dragonet
Mekong featherback
Mekong flying barb
Mekong freshwater stingray
Mekong giant catfish
Mekong stingray
Mekong tiger perch
Mekran blenny
Melanochromis white auratus
Melasma pygmy goby
Melba's butterflyfish
Melbourne flounder
Melbourne silver belly
Melbourne skate
Mele's stiphodon
Melid loach
Melker
Melliss's Conger
Melliss's scorpionfish
Mellissi'flounder
Melon barb
Melon butterflyfish
Melon coat
Melon fish
Melon seed
Melon-seed grouper
Melvin charr
Menado pipefish
Menderes barbel
Menderes bream
Menderes brook minnow
Menderes nase
Mendes’ tube-snouted ghost knifefish
Menhadem
Menhaden
Menne's coralbrotula
Menoda catfish
Menominee
Menominee whitefish
Ménomini des montagnes
Mental wrasse
Mentawai sole
Menuke rockfish
Meo Viejo
Meramec Saddled Darter
Merauke River catfish
Merauke tandan
Merauke toadfish
Mercer's tusked silverside
Merchantable
Mercy's garden eel
Meredith's angelfish
Merga stone loach
Mergui velvetchin
Merlet's scorpionfish
Merluza senegalesa
Mermaid lanternfish
Merret's snailfish
Merret's whiptail
Merry widow
Merry widow livebearer
Mersey jollytail
Merten's butterflyfish
Merten's coralfish
Mertens' butterflyfish
Mertens' prawn-goby
Mesa silverside
Mesensis tube-snouted ghost knifefish
Mesh herring
Meshscaled topminnow
Mesopotamian barb
Mesopotamian barbel
Mesopotamian barbell
Mesopotamian chub
Mesopotamian minnow
Mesopotamian tooth-carp
Mesothorax hogfish
Messina rockfish
Messmate
Messmate fish
Messmate pipefish
Meta River catfish
Metallic codling
Metallic demoiselle
Metallic lantern fish
Metallic lanternfish
Metallic livebearer
Metallic roughy
Metallic shiner
Metallic shrimp-goby
Metallic topminnow
Metavay sawbelly
Meteor basslet
Meteor cardinalfish
Meteor dragonet
Meteor goby
Meteor perch
Mexclapique
Mexican angel shark
Mexican barnacle blenny
Mexican barracuda
Mexican barred snapper
Mexican blenny
Mexican blind brotula
Mexican blindcat
Mexican bonito
Mexican brook lamprey
Mexican bull
Mexican chub
Mexican clingfish
Mexican cusk-eel
Mexican Dace
Mexican darter
Mexican false moray
Mexican flounder
Mexican freshwater toadfish
Mexican goatfish
Mexican goby
Mexican golden trout
Mexican grenadier
Mexican halfbeak
Mexican hogfish
Mexican horn shark
Mexican hornshark
Mexican jawfish
Mexican lampfish
Mexican lamprey
Mexican lookdown
Mexican mojarra
Mexican molly
Mexican moonfish
Mexican needlefish
Mexican night sergeant
Mexican nightsergeant
Mexican red shiner
Mexican red snapper
Mexican redhorse
Mexican river gizzard shad
Mexican rivulus
Mexican rockfish
Mexican roundtail chub
Mexican sand perch
Mexican scad
Mexican searobin
Mexican snapper
Mexican snook
Mexican stargazer
Mexican stoneroller
Mexican swordtail
Mexican tetra
Mexican triplefin
Mexican worm blenny
Meyer's butterfly
Meyer's butterflyfish
Meyer's coralfish
Mezquital goodeid
Mezquital pupfish
Mezquital silverside
Mi-iuy croaker
Mi-mi
Mica's anthias
Michael Sars smooth-head
Michel's ghost goby
Michel's goby
Michoacan livebearer
Micro catfish
Microdisk snailfish
Micronesian wrasse
Microspot cardinalfish
Mid water grouper
Mid-Atlantic skate
Midas blenny
Midas cichlid
Midas combtooth blenny
Midas coralblenny
Middle East Black Seabream
Middle flounder
Middlespot wrasse
Middling thread herring
Midget chromis
Midget dwarfgoby
Midget flathead
Midget goby
Midget Livebearer
Midget seaperch
Midget stonefish
Midget Sucker Fish
Midget wrasse
Midgley's catfish
Midgley's grunter
Midnight angelfish
Midnight blenny
Midnight dottyback
Midnight parrotfish
Midnight seaperch
Midnight snapper
Midshipman
Midspot barb
Midwater eelpout
Midwater grenadier
Midwater grouper
Midwater rockcod
Midwater sand-diver
Midwater scorpionfish
Miho spine loach
Mikhailin's scabbardfish
Miki's pygmy-goby
Mikiawa
Mild meagre
Mile's fire fish
Military seapike
Milk dog shark
Milk fish
Milk shark
Milk trevally
Milk-eye catshark
Milk-fish
Milk-spotted pufferfish
Milker herring
Milkfish
Milkshark
Milkspotted puffer
Milkspotted toadfish
